series,cum_share_entities,cum_share_mentions
mentions_named_only,0.8333333333333334,0.271238914834444
mentions_named_only,0.8484848484848485,0.29033950779241224
mentions_named_only,0.8636363636363636,0.31222123104371097
mentions_named_only,0.8787878787878788,0.3369890329012961
mentions_named_only,0.8939393939393939,0.3657973448076822
mentions_named_only,0.9090909090909091,0.3992758566406045
mentions_named_only,0.9242424242424242,0.4395760088156583
mentions_named_only,0.9393939393939394,0.4804009025554914
mentions_named_only,0.9545454545454546,0.5274702209161988
mentions_named_only,0.9696969696969697,0.633992758566406
mentions_named_only,0.9848484848484849,0.758356509419111
mentions_named_only,1.0,1.0
first_mentions_real_cohort,0.0,0.0
first_mentions_real_cohort,0.009009009009009009,0.0
first_mentions_real_cohort,0.018018018018018018,0.0
first_mentions_real_cohort,0.02702702702702703,0.0
first_mentions_real_cohort,0.036036036036036036,0.0
first_mentions_real_cohort,0.04504504504504504,0.0
first_mentions_real_cohort,0.05405405405405406,0.0
first_mentions_real_cohort,0.06306306306306306,0.0
first_mentions_real_cohort,0.07207207207207207,0.0
first_mentions_real_cohort,0.08108108108108109,0.0
first_mentions_real_cohort,0.09009009009009009,0.0
first_mentions_real_cohort,0.0990990990990991,0.0
first_mentions_real_cohort,0.10810810810810811,0.0
first_mentions_real_cohort,0.11711711711711711,0.0
first_mentions_real_cohort,0.12612612612612611,0.0
first_mentions_real_cohort,0.13513513513513514,0.0
first_mentions_real_cohort,0.14414414414414414,0.0
first_mentions_real_cohort,0.15315315315315314,0.0
first_mentions_real_cohort,0.16216216216216217,0.0
first_mentions_real_cohort,0.17117117117117117,0.0
first_mentions_real_cohort,0.18018018018018017,0.0
first_mentions_real_cohort,0.1891891891891892,0.0
first_mentions_real_cohort,0.1981981981981982,0.0
first_mentions_real_cohort,0.2072072072072072,0.0
first_mentions_real_cohort,0.21621621621621623,0.0
first_mentions_real_cohort,0.22522522522522523,0.0
first_mentions_real_cohort,0.23423423423423423,0.0
first_mentions_real_cohort,0.24324324324324326,0.0
first_mentions_real_cohort,0.25225225225225223,0.0
first_mentions_real_cohort,0.26126126126126126,0.0
first_mentions_real_cohort,0.2702702702702703,0.0
first_mentions_real_cohort,0.27927927927927926,0.0
first_mentions_real_cohort,0.2882882882882883,0.0
first_mentions_real_cohort,0.2972972972972973,0.0
